Id,MSZoning,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,KitchenQual,SalePrice
1049,RL,5628.0,SawyerW,9,1987,2006,Gd,CBlock,572.0,Ex,1902,1,1,4,6,0,2.0,508.0453211349999,67,15,Gd,253190
1050,RL,15177.0,CollgCr,2,1949,1957,TA,PConc,863.0,Ex,2012,3,1,3,6,1,3.0,834.0576889816759,12,9,TA,207186
1051,RL,11738.0,Crawfor,9,1907,1938,Fa,BrkTil,,Ex,1348,2,1,3,5,0,2.0,479.72400106386357,30,28,TA,194225
1052,RL,9207.0,Edwards,7,1940,1943,Gd,CBlock,1356.0,Gd,1558,2,0,2,5,1,2.0,601.3951900704093,85,86,TA,220978
1053,RL,9989.0,Somerst,9,1905,1922,TA,CBlock,1507.0,Ex,1520,2,1,3,5,1,2.0,615.0731795356103,123,4,Ex,246856
1054,FV,11517.0,Mitchel,8,1968,1972,TA,CBlock,302.0,TA,2095,2,1,3,5,1,1.0,257.11525000058964,64,48,Gd,239840
1055,RL,12920.0,NoRidge,10,1943,1962,Ex,PConc,859.0,TA,1175,1,0,3,7,1,3.0,798.7246833531246,28,23,Gd,231239
1056,RL,7732.0,Edwards,6,1963,1985,TA,CBlock,878.0,Gd,1314,2,1,3,6,0,2.0,563.6425319789912,42,22,Gd,191813
1057,RL,11098.0,Timber,8,1928,1938,Gd,PConc,947.0,Gd,1166,2,0,4,7,1,1.0,266.3327911745647,58,97,Gd,216756
1058,RL,8479.0,OldTown,6,1927,1963,TA,PConc,1300.0,Ex,920,2,0,3,6,1,2.0,526.2345930559126,103,27,Gd,164256
1059,RL,9433.0,NridgHt,6,1910,1931,Ex,CBlock,860.0,Ex,1599,2,0,3,5,1,2.0,468.55583583343474,109,53,TA,210913
1060,FV,10482.0,NAmes,7,1964,1967,Gd,BrkTil,,TA,2140,1,0,3,7,0,2.0,398.7586294893373,133,21,TA,222292
1061,RL,9979.0,Sawyer,9,2006,2010,Gd,CBlock,1893.0,Gd,1420,1,1,3,6,0,2.0,416.5942752050314,83,8,TA,246256
1062,RM,12206.0,Crawfor,10,1918,1951,Gd,CBlock,966.0,Ex,1147,2,0,5,9,1,1.0,321.47102076284557,7,35,TA,210938
1063,RL,11461.0,Somerst,8,1908,1920,TA,CBlock,1529.0,Gd,1574,2,0,3,7,2,2.0,519.3475374683001,68,76,Gd,241092
1064,RL,5475.0,Sawyer,6,1926,1934,Ex,PConc,1150.0,TA,1735,3,1,3,5,1,3.0,727.8884866747802,84,55,TA,240188
1065,RM,5926.0,SawyerW,6,1933,1963,TA,CBlock,,Ex,1437,2,1,3,6,1,,287.8998177735373,105,6,Gd,183108
1066,RL,8890.0,Edwards,8,1943,1949,Gd,PConc,783.0,Ex,2061,2,1,3,7,1,3.0,682.5487824424354,129,11,Gd,256438
1067,RL,15485.0,Edwards,5,1967,1970,TA,PConc,997.0,TA,1175,2,0,3,6,0,1.0,267.4932480223956,35,21,Gd,169597
1068,RL,7445.0,Somerst,4,1999,2010,TA,PConc,662.0,Ex,1385,1,0,1,4,1,3.0,756.9472830204035,53,25,Gd,179467
1069,RL,9375.0,Somerst,6,1981,2010,TA,PConc,740.0,Ex,1618,3,1,4,7,1,2.0,527.6016500662162,0,6,TA,228127
1070,RL,8390.0,BrkSide,6,1914,1944,Gd,PConc,873.0,Ex,1657,2,0,3,7,1,2.0,479.8154078423686,42,7,Fa,201387
1071,RL,8337.0,NridgHt,6,1950,1984,TA,PConc,1088.0,TA,1518,1,0,3,5,2,1.0,,32,42,TA,193915
1072,RL,10534.0,Somerst,5,1912,1932,Gd,PConc,1547.0,TA,988,2,0,2,4,0,1.0,225.31386780581073,163,39,Gd,172082
1073,RL,14202.0,Somerst,3,1982,2010,Gd,CBlock,854.0,Ex,2435,2,0,3,7,0,2.0,,115,54,TA,242240
1074,RL,11367.0,Mitchel,2,1948,1966,TA,CBlock,1138.0,Ex,1405,2,0,4,7,2,1.0,249.91089063033533,79,81,TA,162236
1075,RH,7589.0,Sawyer,10,1969,1999,Fa,CBlock,511.0,Ex,1544,1,0,4,7,0,2.0,406.63188917156344,2,11,TA,223973
1076,RM,18259.0,NridgHt,6,1955,1986,TA,PConc,1318.0,Ex,1746,2,0,3,5,1,2.0,425.15428309867445,25,58,TA,219161
1077,RL,10235.0,CollgCr,6,1975,1976,TA,CBlock,483.0,Ex,1245,1,0,2,6,1,2.0,508.13145785175215,59,32,TA,186713
1078,RM,,Edwards,7,1950,1959,TA,PConc,1239.0,Ex,1522,1,0,3,7,0,3.0,738.5092460027477,1,94,TA,207003
1079,FV,14236.0,Edwards,5,1936,1937,Fa,CBlock,975.0,Ex,1229,2,0,3,5,1,2.0,511.4138920554019,13,9,TA,174499
1080,RL,8592.0,Somerst,9,1916,1917,TA,PConc,963.0,TA,1666,2,1,3,7,0,2.0,497.2973879400135,109,9,Gd,226870
1081,RM,14988.0,Timber,8,1957,1980,TA,CBlock,909.0,Ex,1389,2,1,5,9,1,2.0,651.1370124132928,6,36,Gd,208513
1082,RL,7388.0,Timber,4,1986,2002,TA,PConc,609.0,Ex,1607,2,0,3,5,0,2.0,507.6043060394524,2,79,TA,178257
1083,RL,14290.0,NridgHt,6,1989,2010,Gd,CBlock,625.0,Ex,1081,2,0,2,4,1,2.0,477.25522103076344,43,52,TA,177619
1084,RL,10603.0,BrkSide,9,1928,1943,Gd,BrkTil,1250.0,Gd,1168,2,0,4,8,1,3.0,759.101860682536,146,38,Gd,235136
1085,RL,13873.0,Somerst,9,1932,1947,TA,CBlock,1003.0,Ex,953,2,0,2,6,0,2.0,561.1973025506198,89,14,Fa,167519
1086,RL,15705.0,NoRidge,6,1959,1997,Gd,PConc,,Gd,1215,2,0,5,7,1,0.0,0.0,183,37,Gd,170482
1087,RL,6602.0,NoRidge,7,1990,2010,Gd,PConc,1133.0,Gd,500,3,0,3,5,2,2.0,541.0837015181747,70,48,Gd,189236
1088,RL,13827.0,BrkSide,5,1988,2010,TA,BrkTil,1030.0,TA,1377,3,1,4,7,1,2.0,523.7627578641329,28,41,Gd,192092
1089,RL,5773.0,NridgHt,10,1954,1954,TA,PConc,762.0,Gd,1286,1,1,2,6,2,3.0,723.8625980841621,146,33,TA,219057
1090,RM,6858.0,Sawyer,5,1909,1919,Fa,BrkTil,1738.0,Ex,1560,2,0,2,6,0,3.0,759.9788218993757,27,1,Gd,197984
1091,RL,7589.0,Edwards,9,1946,1966,Gd,PConc,1222.0,Ex,1517,2,0,3,5,1,1.0,297.9676634257623,21,32,TA,226917
1092,RL,11510.0,BrkSide,7,1922,1925,Gd,Slab,1038.0,Gd,2002,2,1,3,5,0,1.0,257.2923488511389,29,19,Gd,242911
1093,RL,10099.0,OldTown,7,1984,1990,Gd,BrkTil,845.0,Ex,2537,2,0,3,6,2,2.0,440.8387385497358,84,97,TA,287921
1094,RL,9498.0,NWAmes,7,1920,1945,TA,CBlock,1285.0,Ex,1955,1,1,5,8,0,,480.8293743720275,124,28,TA,223911
1095,RL,10438.0,OldTown,5,2006,2010,TA,PConc,763.0,Fa,1318,2,0,4,6,0,2.0,373.1451650160317,22,28,Gd,180781
1096,RL,11773.0,BrkSide,5,1912,1942,TA,PConc,738.0,TA,1302,2,1,3,7,0,2.0,508.2439224051728,31,153,TA,155583
1097,RL,12004.0,Sawyer,5,2000,2010,Gd,BrkTil,1507.0,TA,1847,1,1,2,5,0,2.0,578.7237406269688,114,2,TA,226426
1098,RL,13282.0,SawyerW,5,1932,1964,TA,BrkTil,,TA,826,2,1,3,5,2,2.0,419.51565391196874,2,9,Gd,134616
1099,RL,15460.0,Crawfor,8,1923,1933,TA,PConc,770.0,Gd,1373,3,0,3,5,0,0.0,0.0,76,32,TA,189400
1100,RL,9935.0,Somerst,6,2007,2010,Gd,PConc,1001.0,Gd,1404,2,0,3,5,2,3.0,838.6888625282359,30,11,Gd,226928
1101,RM,8436.0,NWAmes,3,1910,1941,Gd,CBlock,1255.0,Ex,1733,2,0,4,8,0,2.0,565.468317991789,23,12,Gd,188103
1102,RL,11840.0,OldTown,10,1916,1916,TA,CBlock,1186.0,Fa,1745,2,1,2,4,1,3.0,,29,66,TA,245709
1103,RM,6567.0,SawyerW,9,1967,1994,Fa,CBlock,1292.0,Ex,1202,2,0,3,5,1,2.0,387.90477011926976,27,25,TA,208411
1104,RL,7963.0,SawyerW,9,1946,1952,TA,CBlock,625.0,Gd,1334,2,0,2,6,0,2.0,530.2958572767086,70,3,Gd,204907
1105,RL,12998.0,Sawyer,10,1924,1925,TA,BrkTil,1284.0,Ex,1678,2,0,4,6,0,3.0,614.4991333414855,131,11,Ex,267332
1106,RL,9627.0,NoRidge,5,1993,2010,TA,PConc,,Ex,1180,2,0,3,5,0,3.0,660.1501077084777,33,2,TA,173728
1107,RL,6375.0,Mitchel,6,1972,1975,TA,PConc,1026.0,Gd,1982,2,0,3,6,0,2.0,549.2673355765104,89,24,TA,235898
1108,RL,5530.0,Mitchel,8,1920,1938,TA,PConc,1362.0,Ex,1743,2,0,2,4,0,2.0,509.482827311097,65,5,Gd,242368
1109,RL,10146.0,Gilbert,7,1983,2008,Ex,BrkTil,1210.0,Gd,1568,2,0,2,6,0,3.0,815.3702466815436,20,58,TA,243879
1110,RL,13425.0,Crawfor,5,1982,1992,TA,CBlock,1105.0,Gd,1656,2,0,2,5,0,2.0,444.2530037118981,44,25,Ex,227602
1111,RL,13385.0,Gilbert,8,1982,2010,TA,PConc,404.0,Gd,1313,2,1,3,5,1,1.0,294.2080933048863,54,1,Gd,203293
1112,RL,10332.0,NoRidge,5,1911,1921,TA,PConc,986.0,Ex,1249,2,1,3,7,0,3.0,811.9500540456945,1,10,TA,177942
1113,RL,16026.0,BrkSide,5,1936,1938,Gd,PConc,764.0,Ex,1330,1,1,3,5,1,1.0,276.6789435788038,25,28,TA,166344
1114,C,9685.0,SawyerW,7,1941,1952,Gd,CBlock,1213.0,TA,1699,1,0,4,7,2,0.0,0.0,245,12,Gd,213713
1115,RL,9584.0,NWAmes,7,1916,1918,Gd,CBlock,1297.0,Ex,1580,1,1,3,7,0,,0.0,50,21,TA,202486
1116,RL,2297.0,Crawfor,7,2000,2010,Gd,CBlock,909.0,Ex,1330,1,0,3,6,0,2.0,481.03030540157584,20,72,Gd,209175
1117,RL,8657.0,Sawyer,4,1947,1948,Gd,PConc,799.0,Ex,1799,2,0,2,6,0,2.0,463.32642379127657,14,12,TA,186775
1118,RM,12556.0,OldTown,9,2002,2010,TA,BrkTil,1466.0,TA,1430,1,0,3,7,0,2.0,537.5278124027398,11,12,Gd,216367
1119,C,14691.0,NoRidge,5,1927,1928,TA,PConc,819.0,Gd,1222,2,0,3,5,1,2.0,534.9927064872763,25,51,Gd,192877
1120,RM,7509.0,Mitchel,4,1940,1969,TA,CBlock,641.0,Ex,1601,1,0,2,6,0,2.0,,10,11,Gd,169990
1121,RL,11386.0,NridgHt,9,1998,2010,TA,PConc,750.0,TA,1094,2,1,2,6,0,2.0,623.3780606115512,7,2,TA,196547
1122,RL,13140.0,BrkSide,10,1946,1983,TA,PConc,833.0,TA,825,2,0,4,6,0,1.0,304.43051729169326,22,5,Gd,195725
1123,RL,10033.0,NridgHt,9,1917,1944,TA,PConc,741.0,Gd,1497,1,0,4,8,1,3.0,804.4531626730592,46,89,Ex,214109
1124,RL,3150.0,Somerst,8,1977,2001,Gd,CBlock,1253.0,Ex,1237,2,0,2,6,1,2.0,525.8242053639013,7,81,Ex,229875
1125,RM,10741.0,OldTown,7,1998,2010,Ex,CBlock,340.0,Gd,1398,1,0,3,7,2,4.0,1039.5743471512355,2,7,TA,235422
1126,RL,12284.0,NWAmes,7,2007,2010,TA,PConc,735.0,Ex,1113,2,0,5,9,2,1.0,203.50010121943984,1,24,Gd,212909
1127,RL,7157.0,Gilbert,4,2004,2010,Ex,PConc,985.0,Gd,1983,2,0,2,4,0,3.0,760.1526649129316,15,4,TA,230821
1128,RL,9237.0,Edwards,6,1970,2002,TA,BrkTil,1063.0,TA,1235,2,1,3,5,0,2.0,505.97249491374487,10,33,Gd,189854
1129,RM,6533.0,NridgHt,6,2004,2010,Gd,PConc,1507.0,TA,1327,1,0,5,8,0,1.0,232.71964941284855,38,6,TA,197126
1130,RL,2289.0,Somerst,5,1912,1948,Fa,PConc,1463.0,Ex,1651,2,0,5,9,1,,722.1585745198574,30,1,Fa,199995
1131,RL,13081.0,NAmes,8,1981,1996,TA,PConc,519.0,TA,949,2,1,3,5,1,3.0,535.6836844756074,19,52,TA,198466
1132,RL,9988.0,CollgCr,7,2000,2010,TA,CBlock,427.0,Ex,919,3,1,2,6,0,2.0,434.1636241925005,89,11,TA,163764
1133,RL,14793.0,NAmes,4,1912,1931,Gd,PConc,1007.0,Ex,1652,2,1,3,5,0,2.0,555.3095774904374,35,3,TA,189138
1134,RL,12571.0,NWAmes,5,1999,2010,Gd,Slab,798.0,Gd,1322,2,1,4,7,0,2.0,603.8718140983617,4,53,TA,188924
1135,RL,8937.0,NWAmes,7,1930,1945,TA,PConc,642.0,Gd,1139,3,0,4,8,1,3.0,665.0957383233806,17,43,Gd,206046
1136,RL,9750.0,Somerst,4,1901,1934,Fa,PConc,1004.0,Ex,1741,1,0,3,6,2,2.0,510.97091929855634,181,34,TA,195327
1137,FV,11698.0,Sawyer,8,1915,1946,TA,PConc,1069.0,Ex,1175,1,1,4,7,0,2.0,565.902939763839,188,72,TA,184537
1138,RH,12900.0,SawyerW,7,1908,1933,TA,CBlock,748.0,Ex,1390,2,1,3,6,0,2.0,468.78709844631476,14,20,Gd,188790
1139,RL,,Edwards,7,1972,1996,TA,PConc,812.0,Gd,1141,1,0,3,5,0,2.0,540.574890634077,9,4,Gd,189997
1140,RM,13316.0,NAmes,7,1937,1938,TA,CBlock,771.0,TA,1621,1,0,4,8,1,3.0,746.9589273977856,34,1,Fa,211461
1141,RL,,Mitchel,8,1974,1985,TA,PConc,876.0,Gd,2032,1,1,3,5,2,,285.71205965276044,32,11,TA,224032
1142,FV,7008.0,Mitchel,6,1953,1992,Gd,PConc,1162.0,Ex,755,2,0,3,5,0,1.0,211.5264778099413,26,2,Gd,171284
1143,RM,9805.0,Edwards,7,1955,1963,Gd,BrkTil,676.0,Fa,1545,2,0,3,7,0,2.0,433.7254022739408,37,23,TA,218337
1144,RL,,Gilbert,7,1985,1996,Fa,CBlock,807.0,Gd,1842,2,0,3,7,0,2.0,516.7723501365687,13,0,Gd,227261
1145,RL,6395.0,BrkSide,5,1996,2010,Fa,PConc,880.0,TA,1331,1,1,3,7,1,1.0,252.8861829970131,6,17,Gd,186652
1146,RL,5989.0,CollgCr,9,1999,2007,TA,CBlock,997.0,Gd,1047,2,1,3,7,1,2.0,496.62056621040017,42,5,TA,218163
1147,RM,11342.0,CollgCr,8,2008,2010,Gd,CBlock,1082.0,Fa,1668,3,0,4,6,1,3.0,801.8250744184033,134,13,TA,257421
1148,RL,8780.0,NridgHt,7,1986,2010,Gd,PConc,1612.0,TA,1900,2,0,3,7,2,2.0,444.16102612653583,7,33,TA,266031
1149,RL,9502.0,NWAmes,8,1944,1977,Fa,CBlock,1171.0,Gd,1856,2,0,4,8,0,2.0,417.8338633027143,61,12,TA,230865
1150,RL,8920.0,OldTown,9,2008,2010,Ex,PConc,,Ex,1646,3,0,2,6,1,2.0,469.9935135182765,28,12,TA,237609
1151,RH,14561.0,Gilbert,8,1933,1971,TA,CBlock,920.0,Gd,1539,2,0,3,6,0,,476.7032864781141,17,140,Gd,208979
1152,FV,,SawyerW,8,1908,1909,Gd,CBlock,706.0,Gd,1140,1,0,3,7,0,3.0,724.4627537047879,95,38,TA,189716
1153,RL,6287.0,Timber,7,1987,1987,TA,PConc,841.0,Gd,1846,1,0,4,8,1,2.0,,30,21,Gd,250004
1154,RL,8401.0,NoRidge,7,1907,1942,TA,PConc,786.0,Ex,1823,1,1,2,4,2,2.0,546.2250348079525,43,25,Gd,213631
1155,RM,12550.0,NWAmes,7,1906,1929,Gd,PConc,1117.0,Ex,1044,2,1,3,6,1,2.0,531.9943921493258,29,29,TA,188148
1156,FV,11805.0,BrkSide,8,1935,1961,Gd,Slab,504.0,Gd,1645,1,0,4,6,1,2.0,513.3199756777586,4,0,Gd,220218
1157,RL,9875.0,Mitchel,5,1917,1918,Fa,CBlock,1177.0,TA,1761,2,0,3,6,1,,473.9486926570667,45,2,TA,213931
1158,RL,6587.0,NWAmes,9,1902,1932,TA,PConc,964.0,Gd,1852,1,1,5,7,0,3.0,673.14493588949,27,31,Gd,249986
1159,RL,7952.0,BrkSide,9,1927,1940,TA,PConc,1220.0,Ex,1470,3,0,4,6,1,2.0,428.1705547584787,4,13,Ex,230231
1160,RL,8449.0,Edwards,2,1969,1970,TA,PConc,782.0,Ex,1156,2,1,3,7,1,2.0,458.32958897175945,45,1,Gd,147896
1161,RL,10830.0,CollgCr,8,2007,2010,Ex,CBlock,729.0,Ex,1299,3,0,1,5,1,2.0,497.4246806983407,0,10,TA,220296
1162,RL,15111.0,Timber,4,1943,1957,Gd,CBlock,877.0,Ex,1097,3,1,3,6,1,0.0,0.0,11,4,Gd,158306
1163,RL,7939.0,NAmes,6,1920,1931,TA,Slab,870.0,Ex,1479,1,1,3,6,1,0.0,0.0,75,74,TA,167922
1164,RL,6921.0,NridgHt,8,1927,1963,Gd,PConc,1241.0,TA,1401,2,1,4,7,1,3.0,732.500568548792,1,6,TA,225769
1165,RL,9674.0,Somerst,5,2003,2010,TA,CBlock,1239.0,TA,2358,1,1,5,9,0,2.0,476.16209530740787,52,4,Gd,242793
1166,RL,13095.0,NridgHt,8,1953,1972,TA,CBlock,1571.0,Ex,1857,3,1,2,4,1,2.0,569.6919740726983,149,29,TA,249636
1167,FV,5659.0,Gilbert,8,1953,1991,Ex,CBlock,851.0,Gd,1887,2,0,3,6,1,2.0,352.3628826666361,9,22,Gd,243756
1168,FV,14360.0,NWAmes,7,1964,1987,TA,PConc,0.0,Gd,1688,1,0,3,7,0,3.0,715.4643409243563,26,25,TA,204899
1169,RL,9483.0,SawyerW,1,1999,2010,Ex,CBlock,877.0,TA,1353,1,0,2,6,1,2.0,358.8537532622313,42,17,Gd,170401
1170,FV,7797.0,SawyerW,6,1920,1929,Ex,PConc,1069.0,TA,1389,2,1,3,5,0,3.0,771.4706405636498,29,18,Gd,206566
1171,RL,5199.0,BrkSide,7,2006,2010,Gd,PConc,1214.0,Ex,1426,3,1,3,5,0,2.0,545.7308949919355,48,45,Gd,225630
1172,RM,12119.0,NridgHt,10,1998,2010,TA,BrkTil,1091.0,Ex,1575,2,0,3,7,1,3.0,628.4004416207579,25,7,TA,241900
1173,RL,9486.0,NridgHt,7,1912,1929,Gd,BrkTil,851.0,Ex,1655,2,0,3,5,2,2.0,426.6165449665166,8,15,TA,228910
1174,RL,10512.0,Mitchel,5,1956,1979,TA,CBlock,1514.0,Gd,1500,2,1,3,5,0,2.0,398.10201009737267,4,94,TA,200813
1175,RL,7297.0,Timber,7,1948,1961,TA,PConc,689.0,Gd,1383,1,0,2,6,1,2.0,503.8185195627901,68,6,TA,216708
1176,RL,9042.0,OldTown,7,1953,1986,Gd,CBlock,917.0,Ex,1262,3,0,4,7,1,2.0,479.55270342775833,13,10,Gd,213184
1177,RL,8540.0,Mitchel,8,1909,1920,TA,PConc,676.0,TA,942,1,1,3,6,1,1.0,241.64035808825219,94,6,TA,177876
1178,RL,9698.0,Sawyer,4,1952,1973,TA,PConc,1005.0,Ex,2013,3,0,4,8,1,2.0,477.9217016308471,67,0,TA,227667
1179,RL,7991.0,NWAmes,8,1943,1948,TA,CBlock,1476.0,Fa,2382,2,0,3,6,1,2.0,441.58405613792365,2,9,TA,275446
1180,RM,5397.0,NAmes,7,1946,1981,Gd,PConc,957.0,Ex,1979,1,0,4,8,1,1.0,283.9562207168811,11,1,Gd,222678
1181,RL,18185.0,NridgHt,10,1952,1987,TA,Slab,959.0,Ex,996,2,0,4,8,1,3.0,774.5106612118464,17,5,Gd,207493
1182,RL,5909.0,Gilbert,6,1973,1994,TA,PConc,491.0,Ex,1814,3,0,3,5,0,2.0,428.92018779334376,45,13,TA,222523
1183,RL,10544.0,BrkSide,7,1945,1958,Ex,PConc,913.0,Ex,1909,3,0,3,6,0,3.0,686.9507865750749,82,0,Gd,254890
1184,RM,4683.0,Sawyer,9,1912,1927,Gd,CBlock,1345.0,TA,1338,1,0,4,8,0,2.0,447.6758735319515,3,41,TA,215877
1185,RL,4008.0,Timber,4,1936,1971,Gd,CBlock,924.0,Ex,1695,1,0,3,6,1,2.0,,14,47,TA,201601
1186,RL,10293.0,Crawfor,9,2001,2010,Gd,CBlock,904.0,Gd,1317,2,0,4,7,0,2.0,542.6731563609719,23,15,TA,228772
1187,RL,10523.0,SawyerW,7,1923,1954,Gd,PConc,1331.0,Ex,2111,2,0,4,7,0,2.0,492.4106325846468,10,125,Gd,246807
1188,RL,13784.0,Timber,3,1901,1933,TA,CBlock,905.0,Ex,1646,2,1,3,7,1,3.0,903.6499066458473,39,34,Gd,196356
1189,RL,11198.0,BrkSide,6,1985,2010,Gd,PConc,1387.0,TA,1133,1,0,2,4,1,2.0,587.1226157119511,32,40,Gd,200135
1190,RL,9550.0,Sawyer,8,1980,1999,TA,PConc,614.0,TA,1767,3,1,3,6,1,3.0,729.2360195272407,19,6,TA,243034
1191,RL,7151.0,Gilbert,3,1999,2010,TA,CBlock,1203.0,Ex,1923,2,1,5,9,0,3.0,713.0491210088571,36,54,Fa,219015
1192,RL,14497.0,Sawyer,7,1913,1950,TA,PConc,1493.0,Fa,1579,2,0,3,6,0,2.0,478.25816264615906,21,87,TA,212018
1193,RL,12786.0,BrkSide,6,1909,1911,TA,Slab,1302.0,Gd,1691,2,1,2,4,0,3.0,664.2528063627963,21,8,TA,198982
1194,RL,6261.0,NWAmes,7,1934,1956,Gd,CBlock,439.0,Ex,1472,2,0,3,6,0,2.0,604.0384669080297,15,34,Ex,210858
1195,RL,10113.0,SawyerW,3,1924,1955,TA,Slab,808.0,TA,1046,3,1,3,7,0,3.0,659.422874724701,38,41,TA,162366
1196,RH,10432.0,Gilbert,9,1902,1917,TA,PConc,927.0,Ex,1439,2,0,3,6,0,2.0,552.0982589256464,29,10,Gd,194942
1197,RL,8963.0,Timber,10,2010,2010,Gd,Slab,1302.0,Ex,1709,2,1,3,6,0,0.0,0.0,10,19,TA,244028
1198,RM,12315.0,Timber,10,2001,2004,Gd,PConc,600.0,Gd,1448,3,0,3,6,1,3.0,722.5620619598791,0,3,TA,268161
1199,RL,12495.0,OldTown,8,1916,1936,Gd,PConc,694.0,Ex,1820,2,1,2,4,0,2.0,608.6027062198671,8,5,TA,222063
1200,RL,9428.0,Timber,5,1911,1950,Gd,PConc,518.0,Ex,1343,2,0,4,7,0,2.0,406.4542207351083,2,1,TA,170493
1201,RM,9157.0,NWAmes,8,1953,1966,Gd,CBlock,752.0,Ex,1369,1,1,3,7,1,2.0,495.2185219412666,28,24,Ex,210712
1202,RL,14496.0,NAmes,2,1923,1961,Gd,PConc,624.0,TA,1832,1,0,4,7,1,1.0,235.32879505178488,12,29,TA,156564
1203,RL,12798.0,NoRidge,2,1928,1958,Gd,CBlock,1479.0,Gd,1588,1,1,4,7,1,2.0,,27,74,Gd,185181
1204,RL,10217.0,Sawyer,6,1942,1955,TA,PConc,805.0,Ex,1335,1,0,3,6,0,3.0,781.8209277937651,19,23,TA,192235
1205,RL,5112.0,NridgHt,7,1924,1929,Gd,PConc,,TA,1913,1,0,3,5,2,0.0,0.0,38,9,TA,196692
1206,RM,11032.0,BrkSide,8,1999,2010,TA,CBlock,1005.0,Ex,1224,2,1,3,7,2,2.0,574.3687666247872,64,1,Ex,230957
1207,RL,12094.0,OldTown,7,1959,1974,TA,PConc,1001.0,Gd,1209,2,1,3,6,1,,0.0,32,64,Gd,197917
1208,RL,2000.0,NWAmes,6,1989,2005,TA,CBlock,822.0,TA,500,2,0,3,7,0,2.0,437.8704882822242,3,19,Gd,145759
1209,RL,10755.0,NridgHt,5,2001,2010,Gd,CBlock,1231.0,TA,1278,1,1,4,8,0,2.0,479.01925371281646,0,40,Gd,197075
1210,RH,8749.0,Timber,10,1964,1977,TA,BrkTil,1046.0,Gd,2023,1,1,3,5,1,3.0,633.0103576525127,11,0,TA,278085
1211,RM,9337.0,Gilbert,6,1983,1989,Ex,PConc,1029.0,Gd,671,2,1,4,8,1,3.0,734.6245776945168,27,20,Gd,175898
1212,RL,7277.0,BrkSide,6,1927,1958,TA,Slab,821.0,Ex,1119,2,0,2,5,2,2.0,509.00707804158935,2,11,TA,179215
1213,RL,9555.0,CollgCr,5,1915,1929,TA,CBlock,871.0,Gd,1675,2,0,2,4,1,2.0,479.9211704819631,19,0,Gd,209737
1214,RM,14175.0,NAmes,8,1946,1962,Gd,Slab,1176.0,Ex,602,2,1,5,7,2,3.0,,109,44,TA,182782
1215,RL,8660.0,NAmes,7,1980,2010,Gd,PConc,,Ex,1295,2,0,3,7,1,3.0,604.8533667853939,4,21,TA,201541
1216,RM,12896.0,OldTown,5,2003,2007,Gd,CBlock,1037.0,Ex,1956,2,0,3,5,2,2.0,520.2344876901925,148,12,Gd,241588
1217,FV,7581.0,BrkSide,4,1991,2010,Ex,CBlock,773.0,Ex,2317,2,0,3,7,0,2.0,384.5327241882228,97,49,TA,256972
1218,RL,12276.0,OldTown,7,1957,1979,Gd,PConc,1583.0,Gd,1616,3,0,3,7,0,,752.7971566413536,89,17,TA,227138
1219,RL,10004.0,Sawyer,7,1975,2010,Fa,CBlock,856.0,TA,1129,2,1,3,5,1,2.0,392.0506505580523,99,0,Gd,191719
1220,RM,11056.0,Gilbert,5,1926,1939,Gd,CBlock,,Ex,1115,2,1,2,5,1,,503.0302934291772,4,86,TA,140285
1221,RL,10021.0,Timber,10,1952,1966,TA,CBlock,943.0,Ex,1557,2,0,3,7,0,2.0,499.63285972473506,8,8,Gd,232487
1222,RL,11924.0,SawyerW,5,1941,1973,TA,PConc,1586.0,Ex,1612,1,0,3,5,1,0.0,0.0,7,53,Gd,189917
1223,RL,2297.0,Sawyer,6,1958,1988,TA,CBlock,912.0,Gd,2243,2,0,4,6,1,2.0,551.7371430080956,5,50,TA,240144
1224,RM,5740.0,NAmes,9,1946,1980,Fa,PConc,885.0,Ex,1888,3,0,3,7,0,2.0,562.8553053350563,19,5,Gd,230168
1225,RL,11251.0,Edwards,6,1993,2009,TA,CBlock,1035.0,Ex,1533,2,0,2,6,1,1.0,201.6987220187221,88,19,TA,204336
1226,RL,3869.0,Sawyer,7,2004,2010,TA,PConc,791.0,Gd,1365,3,1,3,7,2,0.0,0.0,14,1,Ex,215598
1227,RL,8408.0,SawyerW,6,1933,1951,Fa,PConc,1033.0,TA,2705,2,1,2,6,1,1.0,310.3282265368016,14,13,Gd,245476
1228,RL,9836.0,CollgCr,5,1936,1958,Gd,PConc,1711.0,Ex,1750,3,0,3,6,1,2.0,507.14603410986246,56,39,TA,221749
1229,RL,7515.0,Gilbert,10,1905,1936,TA,CBlock,1089.0,Ex,1232,2,1,2,5,0,3.0,675.1786673728818,5,8,TA,233594
1230,RL,7925.0,Sawyer,6,1906,1945,TA,Slab,1078.0,Gd,1410,1,0,3,6,1,4.0,990.4358648272797,22,3,TA,200803
1231,RM,10814.0,NoRidge,9,1995,2007,TA,PConc,784.0,Ex,1149,2,1,2,5,2,2.0,476.98004358115634,17,21,Gd,206969
